852|732.6438515866434
370|-933.3044985933514
252|-824.0944039091967
-816|911.0202938235402
871|-57.69118323136138
-263|-51.21339419027015
-129|713.3111703541049
86|-103.9484954994823
843|359.13872256968875
-706|123.1075820850183
-951|112.72415611924316
393|75.8160838156814
-774|457.38268791822975
25|-383.64810941636506
784|968.8421892874094
-735|377.7936915923817
-781|-381.1451774172798
466|-189.75926230592916
463|985.5099207520948
-216|-159.62263121084038
662|-248.2432434999413
53|587.1795366267036
-256|49.21560935639809
-429|-985.9166075356396
419|-327.8109224885011
901|624.821714791067
507|782.9571074774285
-587|-825.9026828384249
90|458.7282049575874
197|-521.2029244565767
-355|39.25874845896533
-960|-626.5289918193828
442|597.9113808346915
187|460.5342482087033
369|208.85764388254233
-584|552.5314305181628
-56|-118.66062107684706
-545|-513.7147603134706
466|234.32876235949493
657|449.6404253622884
35|45.99657702475679
416|660.7284654275641
744|492.65357490258043
-216|-339.49324529111016
-151|-371.48726937843765
210|563.2653777181499
-666|111.50976342354033
-416|579.2123759517842
537|946.8641727491183
675|-521.1565174256199
-830|143.45080879606712
18|-455.7827780507149
504|460.8760805936479
-705|25.96436950377756
951|786.2103807043313
-417|822.8312434910297
-230|-235.07277242880934
443|-946.0754417092992
-170|7.369932477778093
-194|-119.09256218035443
-185|-629.7575809403597
-872|-539.3645395303621
618|-159.17578422543534
619|560.9475472661693
-237|502.72072900675994
-170|-682.3890721921211
318|-172.17336821699325
61|-591.302370488588
-607|-872.9109029696813
-198|-955.0062250989853
-612|748.9393306674012
75|-755.7460586842226
-850|-586.1674405161879
-688|218.46272821988373
-637|342.9708202727386
-633|-73.68724298606264
226|788.6944271034208
-615|-491.73366433523546
-443|762.018041444439
-103|392.9988590872322
889|-942.6594278637958
-439|399.33696710292156
-505|-639.618374978266
-722|-73.36258653590664
587|214.9401109023736
256|-181.34298108639825
-634|-982.4134527464772
-277|-352.01517029915124
-637|617.5300614730781
-915|923.2240406249086
-198|-237.97727621232093
285|-218.14848878613088
86|-976.0807102292517
347|303.09016471630434
630|-920.0071700523506
579|-876.1604775814271
-575|-716.9765853448741
-88|-650.9959461776507
300|216.6876583566666
-215|-941.1555163244166
